Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc";GroupID
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"08:59:06";0;0,000 %;0;0,000 %;0,000 %;3
"TOP GEAR";"BBC Brit [BBC Entertainment]";" ";"08:59:07";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"08:59:12";0;0,000 %;0;0,000 %;0,000 %;3
"PIERWSZA MILOSC /SER.OBYCZ.POL./";"ATM Rozrywka";" ";"08:59:14";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"08:59:17";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"08:59:23";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"08:59:31";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"08:59:34";0;0,000 %;0;0,000 %;0,000 %;3
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"08:59:35";0;0,000 %;0;0,000 %;0,000 %;3
"PRAWDZIWE AKCJE RATUNKOWE /SER.DOK.USA/";"CBS Reality [Zone Reality]";"REAL RESCUES";"09:00:02";0;0,000 %;0;0,000 %;0,000 %;3
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.1";"09:00:14";0;0,000 %;0;0,000 %;0,000 %;3
"GLINIARZ I PROKURATOR /SER.USA/";"CBS Action [Zone Romantica]";"JAKE AND THE FATMAN";"09:00:19";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"09:00:20";0;0,000 %;0;0,000 %;0,000 %;3
"ZYCIE /SER.DOK.W.BRYT/";"Animal Planet HD";"LIFE";"09:00:22";0;0,000 %;0;0,000 %;0,000 %;3
"ALISA I KOSMICZNA KLASA /SER.ANIM.USA/";"Canal+ Family [Canal+ Weekend]";" ";"09:00:23";0;0,000 %;0;0,000 %;0,000 %;3
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"09:00:27";0;0,000 %;0;0,000 %;0,000 %;3
"KOBIETY KTORE ZABIJAJA /SER.DOK.USA./";"13 Ulica [13th Street Universal]";"SNAPPED";"09:00:28";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"09:00:38";0;0,000 %;0;0,000 %;0,000 %;3
"NBA /MECZ KOSZYKOWKI/";"Canal+ Sport [Canal+ Niebieski]";"NEW ORLEANS PELICANS - GOLDEN STATE WARRIORS";"09:00:46";381;0,015 %;5 708;0,219 %;0,075 %;3
"EKIPA Z ESSEX /REALITY SHOW W.BRYT./";"CBS Drama [Club TV]";"THE ONLY WAY IS ESSEX";"09:00:51";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN";" ";"09:01:01";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"09:03:00";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Europa [Zone Europa]";" ";"09:03:30";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"09:04:05";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"09:04:59";0;0,000 %;0;0,000 %;0,000 %;3
"CZASY OSTATECZNE POZOSTAWIENI /FILM AKCJI KAN.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"09:05:12";523;0,020 %;36 508;1,400 %;0,102 %;3
"PROMO";"Boomerang";" ";"09:06:26";0;0,000 %;0;0,000 %;0,000 %;3
"KUMPLE Z DZUNGLI /SER.ANIM.FRA./";"Boomerang";" ";"09:07:02";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"09:07:39";12 870;0,493 %;12 870;0,493 %;2,866 %;3
"PROMO";"BBC CBeebies";" ";"09:07:41";0;0,000 %;0;0,000 %;0,000 %;3
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"09:09:09";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:09:53";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC CBeebies";" ";"09:10:17";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"09:10:38";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:10:44";0;0,000 %;0;0,000 %;0,000 %;3
"CLANGERS";"BBC CBeebies";" ";"09:10:49";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN White [AXN Crime]";" ";"09:11:48";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:12:14";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"09:12:31";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:12:56";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Boomerang";" ";"09:12:57";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"09:13:29";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"09:13:37";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:13:53";0;0,000 %;0;0,000 %;0,000 %;3
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"09:14:08";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:14:36";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Discovery";" ";"09:14:39";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:14:54";0;0,000 %;0;0,000 %;0,000 %;3
"WAKACJE MIKOLAJKA /FILM KOM.FRA./";"Canal+ 1 [Canal+ Family 2]";" ";"09:15:13";101;0,004 %;9 391;0,360 %;0,019 %;3
"AKTUALNOSCI FILMOWE+";"Canal+ Film [Canal+ Zolty]";" ";"09:15:20";0;0,000 %;0;0,000 %;0,000 %;3
"LOWCY ADRENALINY /SER. DOK AUSTRAL./";"Canal+ Discovery";" ";"09:15:31";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN";" ";"09:15:47";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Brit [BBC Entertainment]";" ";"09:15:50";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:16:27";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"09:16:27";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:17:07";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:17:08";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"Canal+ Sport2";"MODECOM";"09:17:10";4 928;0,189 %;4 928;0,189 %;1,207 %;3
"ZBIERACZE Z DZIKIEGO ZACHODU /SER.DOK.KAN./";"ADVENTURE";" ";"09:17:50";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:17:51";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"09:18:10";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"4FUN.TV [4fun.tv]";" ";"09:19:57";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:20:33";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC CBeebies";" ";"09:21:52";0;0,000 %;0;0,000 %;0,000 %;3
"DEADLY POLE TO POLE";"BBC Earth [BBC Knowledge]";" ";"09:21:53";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"09:21:53";0;0,000 %;0;0,000 %;0,000 %;3
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"09:21:54";0;0,000 %;0;0,000 %;0,000 %;3
"TOPSY AND TIM";"BBC CBeebies";" ";"09:22:30";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:22:31";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Europa [Zone Europa]";" ";"09:23:42";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN White [AXN Crime]";" ";"09:23:46";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Sport2";" ";"09:24:20";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Cartoon Network";" ";"09:25:02";0;0,000 %;0;0,000 %;0,000 %;3
"NAPISALA MORDERSTWO /SER.KRYM.USA/";"AXN White [AXN Crime]";"MURDER SHE WROTE 1207- DEADLY BIDDING";"09:25:23";0;0,000 %;0;0,000 %;0,000 %;3
"THE GOOD COOK";"BBC Lifestyle";" ";"09:25:26";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"09:26:28";0;0,000 %;0;0,000 %;0,000 %;3
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:26:38";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:26:47";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:27:02";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:27:14";0;0,000 %;0;0,000 %;0,000 %;3
"W KREGU MILOSCI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:27:22";0;0,000 %;0;0,000 %;0,000 %;3
"ALE TYDZIEN /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:28:08";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"09:28:17";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Boomerang";" ";"09:28:23";0;0,000 %;0;0,000 %;0,000 %;3
"TV LOGO";"Canal+ Family [Canal+ Weekend]";" ";"09:28:24";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:28:31";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN";" ";"09:28:37";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"09:28:40";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:29:08";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"09:29:37";0;0,000 %;0;0,000 %;0,000 %;3
"SAFE HOUSE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:29:46";0;0,000 %;0;0,000 %;0,000 %;3
"EUROPEAN TOUR /GOLF/";"Canal+ Sport2";"TURKISH AIRLINES OPEN";"09:29:59";0;0,000 %;0;0,000 %;0,000 %;3
"WIKING VIC /SER.ANIM.AUST./";"Canal+ Family [Canal+ Weekend]";" ";"09:30:07";0;0,000 %;0;0,000 %;0,000 %;3
"KONKURS";"Ale Kino+ [Ale Kino]";" ";"09:30:24";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"AXN";"HONDA";"09:30:26";0;0,000 %;0;0,000 %;0,000 %;3
"AGENCI NCIS: LOS ANGELES /SER.KRYM.USA/";"AXN";"NCIS: LOS ANGELES 604 - THE 3RD CHOIR";"09:30:34";2 953;0,113 %;22 540;0,864 %;0,535 %;3
"WIECZOR Z RUBENEM OSTLUNDEM /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:30:34";0;0,000 %;0;0,000 %;0,000 %;3
"EKIPA Z ESSEX /REALITY SHOW W.BRYT./";"CBS Drama [Club TV]";"THE ONLY WAY IS ESSEX";"09:31:02";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:31:07";0;0,000 %;0;0,000 %;0,000 %;3
"ZAGADKI KRYMINALNE PANNY FISHER /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:31:49";0;0,000 %;0;0,000 %;0,000 %;3
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S1 EP.10";"09:31:58";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:32:01";0;0,000 %;0;0,000 %;0,000 %;3
"UWIEDZENIE JOE TYNANA /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:32:19";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:32:26";0;0,000 %;0;0,000 %;0,000 %;3
"OMAR /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:32:59";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"09:33:01";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:33:23";0;0,000 %;0;0,000 %;0,000 %;3
"GARFIELD SHORTS /SER.ANIM.FRA.USA/";"Boomerang";" ";"09:33:29";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC CBeebies";" ";"09:33:35";0;0,000 %;0;0,000 %;0,000 %;3
"WIECZOR Z JIA ZHANG-KE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"09:33:36";0;0,000 %;0;0,000 %;0,000 %;3
"JUNGLE BEAT /SER.ANIM.USA/";"Boomerang";" ";"09:33:57";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:33:57";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC CBeebies";" ";"09:35:09";0;0,000 %;0;0,000 %;0,000 %;3
"LITTLE HUMAN PLANET";"BBC CBeebies";" ";"09:35:45";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"09:35:50";4 593;0,176 %;4 593;0,176 %;0,901 %;3
"PAN FASOLA /SER. ANIM./";"Boomerang";" ";"09:36:10";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Brit [BBC Entertainment]";" ";"09:37:01";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:38:38";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN White [AXN Crime]";" ";"09:39:33";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC HD";" ";"09:39:44";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Lifestyle";" ";"09:40:03";0;0,000 %;0;0,000 %;0,000 %;3
"DOCTOR WHO: BEST OF THE COMPANIONS";"BBC HD";" ";"09:40:04";0;0,000 %;0;0,000 %;0,000 %;3
"ALE KROTKIE";"Ale Kino+ [Ale Kino]";" ";"09:40:14";549;0,021 %;13 956;0,535 %;0,100 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:40:24";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC CBeebies";" ";"09:40:38";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"09:40:48";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"09:40:52";0;0,000 %;0;0,000 %;0,000 %;3
"SHOW ME SHOW ME";"BBC CBeebies";" ";"09:40:53";0;0,000 %;0;0,000 %;0,000 %;3
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"09:41:00";48 108;1,844 %;48 108;1,844 %;9,610 %;3
"PIERWSZA MILOSC /SER.OBYCZ.POL./";"ATM Rozrywka";" ";"09:41:40";33 287;1,276 %;48 108;1,844 %;5,906 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"09:42:04";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"09:42:35";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN";" ";"09:42:58";8 420;0,323 %;8 585;0,329 %;1,636 %;3
"PROMO";"Animal Planet HD";" ";"09:43:06";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:43:07";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:43:16";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:43:28";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"09:43:43";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:44:39";0;0,000 %;0;0,000 %;0,000 %;3
"WIKING VIC /SER.ANIM.AUST./";"Canal+ Family [Canal+ Weekend]";" ";"09:45:01";0;0,000 %;0;0,000 %;0,000 %;3
"POJUTRZE /FILM DRAM.USA/";"Canal+ Film [Canal+ Zolty]";" ";"09:45:02";8 641;0,331 %;42 181;1,617 %;1,748 %;3
"PROMO";"4FUN HITS [mjuzik.tv]";" ";"09:45:43";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:47:42";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:47:45";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"09:47:48";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+";" ";"09:48:24";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:48:37";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"09:49:40";0;0,000 %;0;0,000 %;0,000 %;3
"OGLOSZENIE PLATNE";"ATM Rozrywka";"ALKOHOL I KLUCZYKI? WYKLUCZONE";"09:50:17";48 108;1,844 %;48 108;1,844 %;8,553 %;3
"PROMO";"CBS Europa [Zone Europa]";" ";"09:50:36";0;0,000 %;0;0,000 %;0,000 %;3
"ZABOJCZA PIEKNOSC /FILM SENS.NIEM.USA/";"CBS Europa [Zone Europa]";"DROP DEAD GORGEOUS";"09:51:16";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Brit [BBC Entertainment]";" ";"09:51:17";0;0,000 %;0;0,000 %;0,000 %;3
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"09:51:27";48 108;1,844 %;48 108;1,844 %;8,639 %;3
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+";" ";"09:52:06";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:53:03";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"09:53:08";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"4FUN.TV [4fun.tv]";" ";"09:54:15";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN White [AXN Crime]";" ";"09:55:03";0;0,000 %;0;0,000 %;0,000 %;3
"PRZEKRACZAJAC GRANICE /SER.FRA./";"AXN Black [AXN Sci-Fi]";"CROSSING LINES 104 - LONG-HAUL PREDATORS";"09:55:38";0;0,000 %;0;0,000 %;0,000 %;3
"TV LOGO";"BBC Lifestyle";" ";"09:56:00";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Cartoon Network";" ";"09:56:03";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"BBC Lifestyle";"TREFL";"09:56:05";0;0,000 %;0;0,000 %;0,000 %;3
"THE GOOD COOK";"BBC Lifestyle";" ";"09:56:13";3 855;0,148 %;9 952;0,382 %;0,675 %;3
"AUTOPROMOCJA";"Canal+";" ";"09:56:23";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:56:32";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"09:56:57";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Brit [BBC Entertainment]";" ";"09:56:58";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:57:05";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Boomerang";" ";"09:57:10";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"09:57:27";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Earth [BBC Knowledge]";" ";"09:57:39";0;0,000 %;0;0,000 %;0,000 %;3
"TV LOGO";"Canal+ Family [Canal+ Weekend]";" ";"09:58:24";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"09:58:36";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"09:58:39";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"09:58:47";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN";" ";"09:58:51";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"09:59:02";0;0,000 %;0;0,000 %;0,000 %;3
"SHARK";"BBC Earth [BBC Knowledge]";" ";"09:59:04";303;0,012 %;14 950;0,573 %;0,060 %;3
"PROMO";"13 Ulica [13th Street Universal]";" ";"09:59:10";0;0,000 %;0;0,000 %;0,000 %;3
"DISCO &DANCE /TELEDYSKI/";"4FUN FIT&DANCE [TV.DISCO]";" ";"09:59:24";52;0,002 %;5 476;0,210 %;0,011 %;3
"PROMO";"CBS Action [Zone Romantica]";" ";"09:59:29";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Animal Planet HD";" ";"09:59:41";0;0,000 %;0;0,000 %;0,000 %;3
"DINOPAWS";"BBC CBeebies";" ";"09:59:48";0;0,000 %;0;0,000 %;0,000 %;3
"PRAWDZIWE AKCJE RATUNKOWE /SER.DOK.USA/";"CBS Reality [Zone Reality]";"REAL RESCUES";"10:00:02";0;0,000 %;0;0,000 %;0,000 %;3
"SONARGAON AZJATYCKA ATLANTYDA /FILM DOK.FRA./";"Canal+";" ";"10:00:05";694;0,027 %;23 498;0,901 %;0,130 %;3
"WIKING VIC /SER.ANIM.AUST./";"Canal+ Family [Canal+ Weekend]";" ";"10:00:06";0;0,000 %;0;0,000 %;0,000 %;3
"HITS 80'S /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"10:00:08";108;0,004 %;5 476;0,210 %;0,021 %;3
"ZOSTAN GWIAZDA /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"10:00:08";881;0,034 %;13 597;0,521 %;0,169 %;3
"PIATEK TRZYNASTEGO /SER.HOR.USA/";"CBS Action [Zone Romantica]";"FRIDAY THE 13TH THE SERIES";"10:00:09";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Drama [Club TV]";" ";"10:00:10";0;0,000 %;0;0,000 %;0,000 %;3
"EKSTREMALNE POLOWY JAKUBA VAGNERA /SER.DOK.USA/";"Animal Planet HD";"BIG FISH MAN";"10:00:16";132;0,005 %;7 237;0,277 %;0,025 %;3
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"10:00:20";0;0,000 %;0;0,000 %;0,000 %;3
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.4";"10:00:26";0;0,000 %;0;0,000 %;0,000 %;3
"COLUMBO /SER.KRYM.USA/";"13 Ulica [13th Street Universal]";"COLUMBO: AGENDA FOR MURDER";"10:00:28";244;0,009 %;4 254;0,163 %;0,050 %;3
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"10:01:05";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"Boomerang";" ";"10:02:23";0;0,000 %;0;0,000 %;0,000 %;3
"GARFIELD SHOW /SER.ANIM.FRA.USA/";"Boomerang";" ";"10:02:49";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"10:03:26";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Discovery";" ";"10:03:35";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"10:05:08";0;0,000 %;0;0,000 %;0,000 %;3
"BEZ GRANIC /SER.DOK.KAN./";"Canal+ Discovery";" ";"10:05:12";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"10:06:53";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"BBC Brit [BBC Entertainment]";" ";"10:06:55";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"10:07:05";0;0,000 %;0;0,000 %;0,000 %;3
"TOP GEAR";"BBC Brit [BBC Entertainment]";" ";"10:07:13";0;0,000 %;0;0,000 %;0,000 %;3
"FOCUSED /SER.DOK.USA/";"ADVENTURE";" ";"10:07:46";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CBS Reality [Zone Reality]";" ";"10:08:56";0;0,000 %;0;0,000 %;0,000 %;3
"BLOK SPONSORSKI";"BBC Lifestyle";"TREFL";"10:10:25";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"10:10:48";0;0,000 %;0;0,000 %;0,000 %;3
"DINOPAWS";"BBC CBeebies";" ";"10:10:58";9 805;0,376 %;15 348;0,588 %;1,736 %;3
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"10:10:59";0;0,000 %;0;0,000 %;0,000 %;3
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"10:11:45";0;0,000 %;0;0,000 %;0,000 %;3
"PROMO";"AXN White [AXN Crime]";" ";"10:11:57";0;0,000 %;0;0,000 %;0,000 %;3
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"10:12:03";0;0,000 %;0;0,000 %;0,000 %;3
