Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc"
"PROMO";"CBS Europa [Zone Europa]";" ";"10:50:39";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"10:50:40";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"10:50:57";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"10:51:10";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"10:51:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Cartoon Network";" ";"10:51:53";92 903;0,260 %;96 320;0,270 %;1,156 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ 1 [Canal+ Family 2]";" ";"10:52:06";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"10:52:22";0;0,000 %;0;0,000 %;0,000 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Seriale [Canal+ Film 2]";" ";"10:52:24";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"10:52:30";0;0,000 %;0;0,000 %;0,000 %
"TV LOGO";"Canal+";" ";"10:53:39";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"10:53:51";0;0,000 %;0;0,000 %;0,000 %
"MAGIA W BLASKU KSIEZYCA /FILM KOM.W.BRYT.USA/";"Canal+";" ";"10:55:03";956;0,003 %;4 254;0,012 %;0,012 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"10:55:08";3 018;0,008 %;3 018;0,008 %;0,037 %
"CRISTIANO RONALDO SWIAT U STOP /FILM.DOK.USA/";"Canal+ Discovery";" ";"10:55:17";8 728;0,024 %;57 907;0,162 %;0,108 %
"PROMO";"Boomerang";" ";"10:55:17";83 664;0,234 %;83 664;0,234 %;1,030 %
"4FUN NEWS /PROG.MUZ.INFO.POL./";"4FUN.TV [4fun.tv]";" ";"10:55:24";3 018;0,008 %;3 018;0,008 %;0,037 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"10:55:36";40 381;0,113 %;40 381;0,113 %;0,497 %
"PROMO";"Cartoon Network";" ";"10:55:39";56 017;0,157 %;56 017;0,157 %;0,690 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"10:56:11";40 381;0,113 %;40 381;0,113 %;0,498 %
"STEVEN UNIVERSE";"Cartoon Network";" ";"10:56:14";73 099;0,205 %;120 108;0,336 %;0,916 %
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"10:56:21";14 053;0,039 %;14 053;0,039 %;0,173 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"10:56:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"10:56:29";6 702;0,019 %;14 053;0,039 %;0,083 %
"PROMO";"CBS Reality [Zone Reality]";" ";"10:57:08";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"10:57:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC CBeebies";" ";"10:58:06";49 516;0,139 %;49 516;0,139 %;0,608 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"10:58:10";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"10:58:38";6 711;0,019 %;11 152;0,031 %;0,083 %
"THE GOOD COOK";"BBC Lifestyle";" ";"10:59:01";154;0,000 %;3 934;0,011 %;0,002 %
"PROMO";"CBS Action [Zone Romantica]";" ";"10:59:06";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"10:59:08";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"10:59:09";7 537;0,021 %;7 537;0,021 %;0,093 %
"PROMO";"Boomerang";" ";"10:59:16";83 664;0,234 %;83 664;0,234 %;1,028 %
"SCOOBY - DOO /SER. ANIM.USA/";"Boomerang";" ";"10:59:26";95 812;0,268 %;136 987;0,383 %;1,203 %
"PROMO";"Animal Planet HD";" ";"10:59:45";0;0,000 %;0;0,000 %;0,000 %
"NASH BRIDGES /SER.USA/";"CBS Action [Zone Romantica]";"NASH BRIDGES";"10:59:51";2 161;0,006 %;9 284;0,026 %;0,027 %
"PROMO";"CBS Drama [Club TV]";" ";"10:59:51";0;0,000 %;0;0,000 %;0,000 %
"PREMIER LEAGUE WORLD /MAG.PILKARSKI/";"Canal+ Sport [Canal+ Niebieski]";" ";"11:00:04";1 156;0,003 %;14 787;0,041 %;0,015 %
"SONARGAON AZJATYCKA ATLANTYDA /FILM DOK.FRA./";"Canal+ 1 [Canal+ Family 2]";" ";"11:00:05";0;0,000 %;0;0,000 %;0,000 %
"W GARNITURACH /SER.OBYCZ.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"11:00:07";0;0,000 %;0;0,000 %;0,000 %
"CHCESZ? MASZ! CZAT /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"11:00:08";20 346;0,057 %;74 089;0,207 %;0,253 %
"HITS 90'S /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"11:00:08";1 496;0,004 %;20 811;0,058 %;0,019 %
"BLOK SPONSORSKI";"AXN Black [AXN Sci-Fi]";"DR GERARD";"11:00:10";11 152;0,031 %;11 152;0,031 %;0,138 %
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.2";"11:00:15";13 632;0,038 %;35 460;0,099 %;0,171 %
"PRZYGODY MERLINA /SER.FANT.ANG./";"AXN Black [AXN Sci-Fi]";"MERLIN 413 - THE SWORD IN THE STONE (PART 2 OF 2)";"11:00:18";12 025;0,034 %;53 673;0,150 %;0,149 %
"SASIAD Z PIEKLA RODEM /SER.DOK.USA/";"CBS Reality [Zone Reality]";"THE NIGHTMARE NEIGHBOUR NEXT DOOR";"11:00:18";19 511;0,055 %;62 760;0,176 %;0,242 %
"DRAPIEZNIK DOSKONALY /FILM DOK.AUST./";"Animal Planet HD";"SUPER PREDATOR";"11:00:20";491;0,001 %;29 104;0,081 %;0,006 %
"PROMO";"AXN";" ";"11:00:30";62 772;0,176 %;69 490;0,194 %;0,784 %
"PROMO";"BBC CBeebies";" ";"11:00:32";49 516;0,139 %;49 516;0,139 %;0,616 %
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"11:00:41";888;0,002 %;27 076;0,076 %;0,011 %
"KATIE MORAG";"BBC CBeebies";" ";"11:01:17";29 685;0,083 %;72 394;0,203 %;0,375 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"11:01:23";9 203;0,026 %;9 203;0,026 %;0,115 %
"RETURN OF THE TIGER";"BBC Earth [BBC Knowledge]";" ";"11:02:08";17 801;0,050 %;48 167;0,135 %;0,221 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:03:28";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"11:05:28";4 982;0,014 %;4 982;0,014 %;0,063 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"11:06:50";61 471;0,172 %;63 748;0,178 %;0,779 %
"PROMO";"Cartoon Network";" ";"11:06:59";56 017;0,157 %;56 017;0,157 %;0,710 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:07:13";15 502;0,043 %;15 502;0,043 %;0,197 %
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"11:07:30";63 748;0,178 %;63 748;0,178 %;0,808 %
"PIERWSZA MILOSC /SER.OBYCZ.POL./";"ATM Rozrywka";" ";"11:07:38";86 441;0,242 %;179 265;0,502 %;1,074 %
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"11:09:09";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:09:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC HD";" ";"11:09:32";0;0,000 %;0;0,000 %;0,000 %
"DOCTOR WHO";"BBC HD";" ";"11:09:35";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:09:48";7 537;0,021 %;7 537;0,021 %;0,095 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:10:28";15 502;0,043 %;15 502;0,043 %;0,196 %
"PROMO";"CBS Drama [Club TV]";" ";"11:12:31";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"11:13:10";6 170;0,017 %;6 170;0,017 %;0,078 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:14:13";7 537;0,021 %;7 537;0,021 %;0,096 %
"PROMO";"Animal Planet HD";" ";"11:14:34";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:15:29";2 813;0,008 %;2 813;0,008 %;0,036 %
"PROMO";"BBC CBeebies";" ";"11:15:33";11 757;0,033 %;11 757;0,033 %;0,150 %
"OGLOSZENIE PLATNE";"ATM Rozrywka";"ALKOHOL I KLUCZYKI? WYKLUCZONE";"11:15:49";73 872;0,207 %;74 583;0,209 %;0,930 %
"PROMO";"CBS Drama [Club TV]";" ";"11:15:51";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"11:16:09";12 592;0,035 %;12 592;0,035 %;0,158 %
"PROMO";"AXN";" ";"11:16:13";37 820;0,106 %;37 820;0,106 %;0,475 %
"PROMO";"Animal Planet HD";" ";"11:16:50";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"11:16:59";74 583;0,209 %;74 583;0,209 %;0,926 %
"BLOK SPONSORSKI";"BBC Brit [BBC Entertainment]";"TREFL";"11:17:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:17:25";0;0,000 %;0;0,000 %;0,000 %
"TOP GEAR";"BBC Brit [BBC Entertainment]";" ";"11:17:36";5 310;0,015 %;33 325;0,093 %;0,065 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"11:18:32";9 784;0,027 %;17 906;0,050 %;0,121 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:18:44";2 813;0,008 %;2 813;0,008 %;0,035 %
"PROMO";"BBC CBeebies";" ";"11:18:59";11 757;0,033 %;11 757;0,033 %;0,146 %
"PROMO";"Cartoon Network";" ";"11:19:31";61 421;0,172 %;61 421;0,172 %;0,767 %
"OLD JACK'S BOAT";"BBC CBeebies";" ";"11:21:44";11 154;0,031 %;11 757;0,033 %;0,139 %
"ODDBODS /SER.ANIMOW.SINGAP./";"Boomerang";" ";"11:22:41";61 367;0,172 %;83 615;0,234 %;0,768 %
"PROMO";"Cartoon Network";" ";"11:22:47";48 460;0,136 %;48 460;0,136 %;0,605 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"11:23:21";48 327;0,135 %;48 327;0,135 %;0,605 %
"WUJCIO DOBRA RADA /SER.ANIM.USA/";"Cartoon Network";"MINISTERSTWO SMIECHU";"11:23:22";46 893;0,131 %;211 553;0,592 %;0,567 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"11:25:39";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"11:25:42";0;0,000 %;0;0,000 %;0,000 %
"EXTREME MAKEOVER HOME EDITION";"BBC Lifestyle";" ";"11:26:39";17 859;0,050 %;46 058;0,129 %;0,218 %
"PROMO";"Animal Planet HD";" ";"11:26:41";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:26:42";16 062;0,045 %;16 062;0,045 %;0,202 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:27:12";21 600;0,060 %;21 600;0,060 %;0,271 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"11:28:31";6 170;0,017 %;6 170;0,017 %;0,077 %
"BLOK SPONSORSKI";"AXN";"DENON";"11:28:40";73 724;0,206 %;73 724;0,206 %;0,923 %
"PROMO";"AXN";" ";"11:28:48";43 444;0,122 %;73 724;0,206 %;0,541 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"11:29:20";54 798;0,153 %;54 798;0,153 %;0,684 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"11:29:53";54 798;0,153 %;54 798;0,153 %;0,683 %
"PROMO";"CBS Drama [Club TV]";" ";"11:29:57";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"11:30:04";51 696;0,145 %;51 696;0,145 %;0,640 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"11:30:30";56 601;0,158 %;58 201;0,163 %;0,698 %
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"11:30:33";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"DRAGON WINCH";"11:30:38";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"AXN";"PRESIDENT";"11:30:39";39 774;0,111 %;39 774;0,111 %;0,492 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:30:42";21 600;0,060 %;21 600;0,060 %;0,267 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:30:43";2 813;0,008 %;2 813;0,008 %;0,035 %
"AGENCI NCIS /SER.SENS.USA/";"AXN";"NCIS 607 - COLLATERAL DAMAGE";"11:30:47";26 088;0,073 %;86 998;0,243 %;0,316 %
"O CO BIEGA? /MAG.SPORT./";"Canal+ Sport [Canal+ Niebieski]";" ";"11:30:47";1 244;0,003 %;24 382;0,068 %;0,015 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:31:07";16 062;0,045 %;16 062;0,045 %;0,198 %
"PROMO";"Animal Planet HD";" ";"11:31:17";0;0,000 %;0;0,000 %;0,000 %
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S1 EP.7";"11:31:43";11 874;0,033 %;16 062;0,045 %;0,146 %
"PROMO";"AXN Spin";" ";"11:32:46";4 982;0,014 %;4 982;0,014 %;0,061 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:34:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC CBeebies";" ";"11:35:43";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:35:48";0;0,000 %;0;0,000 %;0,000 %
"OLD JACK'S BOAT";"BBC CBeebies";" ";"11:35:58";12 583;0,035 %;15 966;0,045 %;0,154 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"11:36:36";58 201;0,163 %;58 201;0,163 %;0,716 %
"BEZ KOMENTARZA /REP./";"ADVENTURE";" ";"11:37:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"11:37:34";9 203;0,026 %;9 203;0,026 %;0,113 %
"PROMO";"AXN White [AXN Crime]";" ";"11:38:10";9 126;0,026 %;9 126;0,026 %;0,112 %
"PROMO";"ADVENTURE";" ";"11:38:47";0;0,000 %;0;0,000 %;0,000 %
"BAZARY SWIATA /SER.DOK.W.BRYT./";"ADVENTURE";" ";"11:40:52";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:41:22";16 062;0,045 %;16 062;0,045 %;0,198 %
"PROMO";"CBS Drama [Club TV]";" ";"11:41:33";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"11:43:10";0;0,000 %;0;0,000 %;0,000 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"11:43:40";60 249;0,169 %;73 151;0,205 %;0,735 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"11:43:44";3 427;0,010 %;3 427;0,010 %;0,042 %
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"11:43:53";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"11:44:10";8 280;0,023 %;8 280;0,023 %;0,102 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:44:33";21 600;0,060 %;21 600;0,060 %;0,264 %
"PROMO";"CBS Europa [Zone Europa]";" ";"11:44:40";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"11:44:41";0;0,000 %;0;0,000 %;0,000 %
"KONIKOWO /FILM KROTKOM.HOL./";"Canal+ Seriale [Canal+ Film 2]";" ";"11:44:52";0;0,000 %;0;0,000 %;0,000 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Film [Canal+ Zolty]";" ";"11:44:56";3 427;0,010 %;3 427;0,010 %;0,042 %
"KAROL KTORY ZOSTAL SWIETYM /FILM FAM.POL./";"Canal+ Family [Canal+ Weekend]";" ";"11:45:05";1 801;0,005 %;49 157;0,138 %;0,022 %
"PROMO";"BBC Lifestyle";" ";"11:45:09";29 292;0,082 %;29 292;0,082 %;0,356 %
"PROMO";"Animal Planet HD";" ";"11:45:15";9 868;0,028 %;9 868;0,028 %;0,120 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"11:45:46";95 767;0,268 %;95 767;0,268 %;1,164 %
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"11:45:50";0;0,000 %;0;0,000 %;0,000 %
"MOJA DZIEWCZYNA /DRAM.USA/";"CBS Europa [Zone Europa]";"MY GIRL";"11:45:58";3 550;0,010 %;35 482;0,099 %;0,042 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:46:00";14 985;0,042 %;16 062;0,045 %;0,182 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:46:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN HITS [mjuzik.tv]";" ";"11:46:55";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"11:48:12";3 427;0,010 %;3 427;0,010 %;0,042 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:48:48";21 600;0,060 %;21 600;0,060 %;0,264 %
"PROMO";"Cartoon Network";" ";"11:49:33";38 289;0,107 %;38 289;0,107 %;0,467 %
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"11:49:36";95 767;0,268 %;95 767;0,268 %;1,168 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:49:40";4 305;0,012 %;20 448;0,057 %;0,053 %
"PROMO";"Animal Planet HD";" ";"11:49:41";0;0,000 %;0;0,000 %;0,000 %
"NIE PRZEGAP /ZAPOWIEDZI/";"Canal+ Film [Canal+ Zolty]";" ";"11:50:09";5 948;0,017 %;12 858;0,036 %;0,073 %
"PROMO";"BBC CBeebies";" ";"11:50:17";15 966;0,045 %;15 966;0,045 %;0,196 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"11:50:17";9 203;0,026 %;9 203;0,026 %;0,113 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:50:35";1 849;0,005 %;6 471;0,018 %;0,023 %
"THE NUMTUMS";"BBC CBeebies";" ";"11:50:54";13 110;0,037 %;32 114;0,090 %;0,160 %
"PROMO";"Boomerang";" ";"11:50:58";58 201;0,163 %;58 201;0,163 %;0,716 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"11:51:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"11:51:38";4 982;0,014 %;4 982;0,014 %;0,061 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"TREFL";"11:52:02";7 377;0,021 %;7 377;0,021 %;0,091 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"11:52:10";7 377;0,021 %;7 377;0,021 %;0,091 %
"BLOK SPONSORSKI";"ATM Rozrywka";"CINKCIARZ.PL";"11:52:14";51 525;0,144 %;51 525;0,144 %;0,634 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"11:52:22";51 525;0,144 %;51 525;0,144 %;0,634 %
"PIERWSZA MILOSC /SER.OBYCZ.POL./";"ATM Rozrywka";" ";"11:53:02";55 313;0,155 %;179 953;0,504 %;0,663 %
"PROMO";"BBC HD";" ";"11:53:23";0;0,000 %;0;0,000 %;0,000 %
"DOCTOR WHO";"BBC HD";" ";"11:53:26";0;0,000 %;0;0,000 %;0,000 %
"TV LOGO";"Canal+ 1 [Canal+ Family 2]";" ";"11:53:39";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"11:53:51";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN White [AXN Crime]";" ";"11:53:55";9 126;0,026 %;9 126;0,026 %;0,112 %
"PROMO";"Boomerang";" ";"11:54:27";49 547;0,139 %;49 547;0,139 %;0,608 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"11:54:51";0;0,000 %;0;0,000 %;0,000 %
"MAGIA W BLASKU KSIEZYCA /FILM KOM.W.BRYT.USA/";"Canal+ 1 [Canal+ Family 2]";" ";"11:55:03";0;0,000 %;0;0,000 %;0,000 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"11:55:07";37 277;0,104 %;49 547;0,139 %;0,453 %
"KOMISARZ REX /SER AUSTR./";"AXN Spin";" ";"11:55:19";4 223;0,012 %;4 982;0,014 %;0,050 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"11:55:21";6 008;0,017 %;6 008;0,017 %;0,073 %
"ZAKLINACZE KONI /SER.DRA.KAN./";"AXN White [AXN Crime]";"HEARTLAND 514 - WORKING ON A DREAM";"11:55:32";310;0,001 %;9 126;0,026 %;0,004 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"11:56:25";9 879;0,028 %;14 787;0,041 %;0,120 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:57:01";21 600;0,060 %;21 600;0,060 %;0,263 %
"PROMO";"Animal Planet HD";" ";"11:57:22";0;0,000 %;0;0,000 %;0,000 %
"TV LOGO";"Canal+ Film [Canal+ Zolty]";" ";"11:57:38";3 427;0,010 %;3 427;0,010 %;0,042 %
"PROMO";"AXN";" ";"11:57:42";22 363;0,063 %;24 482;0,069 %;0,272 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"DRAGON WINCH";"11:57:58";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"11:58:00";3 427;0,010 %;3 427;0,010 %;0,042 %
"BLOK SPONSORSKI";"AXN Black [AXN Sci-Fi]";"DR GERARD";"11:58:06";13 391;0,037 %;13 391;0,037 %;0,163 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"11:58:14";5 600;0,016 %;13 391;0,037 %;0,068 %
"PROMO";"CBS Action [Zone Romantica]";" ";"11:58:49";6 471;0,018 %;6 471;0,018 %;0,079 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"11:59:14";5 853;0,016 %;8 525;0,024 %;0,071 %
"PROMO";"CBS Reality [Zone Reality]";" ";"11:59:16";21 600;0,060 %;21 600;0,060 %;0,262 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"11:59:29";9 836;0,028 %;13 848;0,039 %;0,119 %
"PROMO";"CBS Drama [Club TV]";" ";"11:59:29";0;0,000 %;0;0,000 %;0,000 %
"MAGAZYN LIGI EUROPEJSKIEJ /PROG.SPORT.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"11:59:43";1 369;0,004 %;33 007;0,092 %;0,016 %
"PROMO";"Animal Planet HD";" ";"11:59:43";0;0,000 %;0;0,000 %;0,000 %
"NAPIETNOWANY /SER.GROZY USA/";"CBS Action [Zone Romantica]";"HAUNTED";"11:59:59";214;0,001 %;9 284;0,026 %;0,003 %
"BLOK SPONSORSKI";"AXN Black [AXN Sci-Fi]";"PRESIDENT";"12:00:04";0;0,000 %;0;0,000 %;0,000 %
"W GARNITURACH /SER.OBYCZ.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"12:00:04";0;0,000 %;0;0,000 %;0,000 %
"TOP TYGODNIA /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"12:00:06";24 304;0,068 %;152 698;0,427 %;0,290 %
"POLSKI DANCE /TELEDYSKI/";"4FUN FIT&DANCE [TV.DISCO]";" ";"12:00:08";13 513;0,038 %;60 262;0,169 %;0,161 %
"TRIBUTE WEEKEND /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"12:00:08";996;0,003 %;71 771;0,201 %;0,012 %
"PRZEZNACZENI /SER.SF.USA/";"AXN Black [AXN Sci-Fi]";"STAR-CROSSED 101 - PILOT";"12:00:12";2 811;0,008 %;45 081;0,126 %;0,034 %
"PASJA SPOSOB NA ZYCIE /SER.DOK.POL./";"Canal+ Discovery";" ";"12:00:17";0;0,000 %;0;0,000 %;0,000 %
"NA TROPIE TYGRYSA TASMANSKIEGO /SER.DOK.USA/";"Animal Planet HD";"HUNT FOR THE TASMANIAN TIGER";"12:00:18";370;0,001 %;11 139;0,031 %;0,004 %
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"12:00:19";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"WWW.OKACZKA.PL";"12:00:19";13 848;0,039 %;13 848;0,039 %;0,168 %
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S1 EP.9";"12:00:21";3 805;0,011 %;4 155;0,012 %;0,046 %
"SASIAD Z PIEKLA RODEM /SER.DOK.USA/";"CBS Reality [Zone Reality]";"THE NIGHTMARE NEIGHBOUR NEXT DOOR";"12:00:26";22 288;0,062 %;75 037;0,210 %;0,265 %
"LAPU CAPU /PROG.ROZ./";"Canal+ Film [Canal+ Zolty]";" ";"12:00:27";2 067;0,006 %;3 427;0,010 %;0,025 %
"ZAGINIONA /SER.KRYM.FR./";"13 Ulica [13th Street Universal]";"DISPARUE";"12:00:27";13 949;0,039 %;64 504;0,181 %;0,166 %
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"12:01:52";28 128;0,079 %;28 128;0,079 %;0,339 %
"PROMO";"BBC CBeebies";" ";"12:01:58";11 757;0,033 %;11 757;0,033 %;0,142 %
"PROMO";"BBC Lifestyle";" ";"12:02:40";16 809;0,047 %;16 809;0,047 %;0,203 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"12:03:42";17 906;0,050 %;17 906;0,050 %;0,216 %
"ANDY'S DINOSAUR ADVENTURES";"BBC CBeebies";" ";"12:04:24";1 314;0,004 %;11 757;0,033 %;0,016 %
"THE WORLD'S WORST DISASTERS";"BBC Earth [BBC Knowledge]";" ";"12:05:02";15 475;0,043 %;47 316;0,132 %;0,184 %
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"12:07:17";14 527;0,041 %;14 527;0,041 %;0,174 %
